system,lang,snr_db,deter,p_miss,p_fa,auc
webrtc,ta_in,15,0.3020279220191691,0.2188987930159815,0.26973003677793594,0.7788161605393898
webrtc,ta_in,20,0.26141284741496074,0.17223408647215635,0.2855016163004043,0.7980024871904994
webrtc,te_in,-5,0.6881000315258436,0.6292088595919075,0.19678044260655161,0.5969519764895916
webrtc,te_in,0,0.5880178647969504,0.5295086700400196,0.18857037848872904,0.6560446047171592
webrtc,te_in,5,0.4964272364466755,0.4382499310671935,0.18869188937444742,0.706936076741737
webrtc,te_in,10,0.3503158675537,0.27173817301485126,0.25580236276071633,0.7597539863089797
webrtc,te_in,15,0.2540028628404037,0.18592274367192702,0.22739533637101159,0.8198738250659062
webrtc,te_in,20,0.1775383971823448,0.1000964123015966,0.2561815276295127,0.8520019758776047
webrtc,ur_pk,-5,0.6826235783136111,0.6264704652848191,0.1670538476202194,0.6157904655500042
webrtc,ur_pk,0,0.5481117774839377,0.48786214112273873,0.17972612569145827,0.6848139856337742
webrtc,ur_pk,5,0.4877874547594871,0.4323848053038218,0.16332428787373018,0.7281934916687796
webrtc,ur_pk,10,0.2667232564762104,0.18264612926828147,0.2503714130386509,0.8142164725831129
webrtc,ur_pk,15,0.1815174942803783,0.11095827372040784,0.21107400608707558,0.8702367567373394
webrtc,ur_pk,20,0.1232768324885205,0.03908929966563989,0.2530298913626437,0.8882285632863934
